"date","CL.Open","ZG.Open","EUR.USD","GBP.USD","USD.IRR","ADM.Open","GE.Open","HAL.Open","LMT.Open","XOM.Open","DJI.Open","FTSE.Open","GSPC.Open","XAR.Open"
"2019-07-15",74.419998,50.259998,1.126706,1.254189,42087.688372,41.990002,10.25,23.860001,369.839996,77.629997,27364.689453,7506,3017.800049,105.800003
"2019-07-16",74.209999,48.799999,1.123149,1.245092,42105,41.669998,10.23,23.41,368,76.919998,27349.320313,7531.700195,3012.129883,105.099998
"2019-07-17",73.949997,48.57,1.121831,1.24196,42105,40.759998,10.37,22.82,365.350006,75.739998,27320.910156,7577.200195,3005.100098,105.339996
"2019-07-18",73.739998,47.759998,1.123893,1.248131,42105,40.119999,10.01,21.690001,358.290009,75.029999,27191.980469,7535.5,2978.870117,103.790001
"2019-07-19",73.769997,49.18,1.123904,1.2521,42105,40.34,10.08,21.700001,357.640015,74.900002,27246.380859,7493.100098,3004.26001,104.129997
"2019-07-22",72.839996,47,1.121522,1.248492,42105,40.400002,10.05,22.85,357.440002,75.239998,27174.179688,7508.700195,2981.929932,104.769997
"2019-07-23",72.879997,45.98,1.117278,1.24483,42105,40.540001,10.28,23.67,363,75.150002,27231.859375,7514.899902,2994.73999,105.410004
"2019-07-24",71.839996,49.07,1.114322,1.246958,42088.162325,40.419998,10.58,23.76,358.200012,75.389999,27262.240234,7556.899902,2998.77002,105.129997
"2019-07-25",71.129997,48.700001,1.114144,1.247276,42105,40.619999,10.63,23.99,368.76001,75.779999,27247.390625,7501.5,3016.26001,106.800003
"2019-07-26",71.919998,49.189999,1.113497,1.241705,42105,40.57,10.47,23.26,369.609985,74.870003,27166,7489.100098,3013.25,106.660004
"2019-07-29",73.849998,49.07,1.113268,1.22932,42105,40.619999,10.5,22.99,369.410004,74.879997,27192.240234,7549.100098,3024.469971,106.089996
"2019-07-30",75.510002,48.650002,1.114711,1.216566,42105,40.77,10.39,22,368.630005,75.059998,27145.390625,7686.600098,3007.659912,105.07
"2019-07-31",74.589996,48.759998,1.113006,1.217352,42105,40.849998,10.76,23.27,365.910004,75.040001,27244.669922,7646.799805,3016.219971,106.089996
"2019-08-01",71.629997,49.959999,1.105686,1.212508,42105,41.119999,10.37,22.709999,361.720001,73.739998,26879.859375,7586.799805,2980.320068,105.790001
"2019-08-02",71.300003,49.240002,1.109708,1.213148,42105,40.970001,10.01,21.719999,364.130005,72.610001,26528.660156,7584.899902,2943.899902,104.139999
"2019-08-05",70.989998,47.799999,1.116736,1.21483,42105,39.009998,9.79,20.459999,356.549988,70.779999,26259.230469,7407.100098,2898.070068,101.589996
"2019-08-06",69.080002,47.209999,1.120354,1.216646,42105,38.169998,9.71,20.42,361.279999,70.290001,25810.619141,7223.899902,2861.179932,101.309998
"2019-08-07",69.440002,48.810001,1.120808,1.215437,42105,36.82,9.44,19.43,364.019989,69.860001,25814.220703,7171.700195,2858.649902,102.769997
"2019-08-08",70.669998,42.98,1.120272,1.214906,42105,37.490002,9.51,19.74,370.01001,70.849998,26086.519531,7198.700195,2896.209961,105.18
"2019-08-09",71.800003,41.84,1.11993,1.208927,42105,38.189999,9.47,19.93,376.100006,72.129997,26337.089844,7285.899902,2930.51001,106.449997
"2019-08-12",71.400002,38.68,1.120517,1.206524,42105,38.029999,9.04,19.42,375,70.059998,26169.910156,7253.899902,2907.070068,104.93
"2019-08-13",70.870003,36.400002,1.119128,1.20669,42105,37.27,9.23,19.35,377.98999,69.269997,25888.880859,7226.700195,2880.719971,103.620003
"2019-08-14",71.010002,35.919998,1.116173,1.206217,42105,37.279999,9.24,18.969999,376,69.07,26035.080078,7250.899902,2894.149902,103.129997
"2019-08-15",70.870003,34.84,1.11299,1.209044,42105,36.880001,8.54,18.139999,369.149994,67.459999,25514.25,7147.899902,2846.199951,102.360001
"2019-08-16",71.690002,34.419998,1.109163,1.213231,42105,36.970001,8.41,18.35,376.100006,67.779999,25678.169922,7067,2864.73999,103.419998
"2019-08-19",73.010002,36.07,1.10926,1.21361,42105,38.290001,8.88,19.33,379.75,68.970001,26020.060547,7117.200195,2913.47998,105.519997
"2019-08-20",72.959999,35.84,1.10882,1.213128,42105,37.919998,8.58,19.110001,380.5,69.300003,26086.859375,7189.700195,2919.01001,105.480003
"2019-08-21",73,35.25,1.109541,1.214074,42105,37.25,8.36,19.299999,384,69.959999,26145.359375,7125,2922.040039,106.400002
"2019-08-22",72.660004,35.259998,1.10847,1.218832,42105,37.82,8.18,18.85,383,69.910004,26271.640625,7204,2930.939941,106.589996
"2019-08-23",73.110001,34.860001,1.109618,1.224659,42105,37.529999,8.09,18.299999,385.279999,68.82,26134.210938,7128.200195,2911.070068,106.540001
"2019-08-27",73.279999,33.630001,1.109957,1.225942,42105,37.91,8.09,17.700001,381.75,68.129997,26014.460938,7095,2893.139893,105.529999
"2019-08-28",73.5,32.299999,1.108508,1.223654,42105,37.419998,7.92,17.290001,379.040009,67.529999,25712.990234,7089.600098,2861.280029,104.449997
"2019-08-29",74.470001,33.330002,1.107011,1.219728,42102.168403,37.869999,8.04,18.190001,384.529999,68.300003,26249.089844,7114.700195,2910.370117,106.75
"2019-08-30",74.470001,33.82,1.10219,1.217524,42105,37.959999,8.14,18.610001,383.25,68.610001,26476.390625,7184.299805,2937.090088,107.800003
"2019-09-03",73.669998,33.720001,1.095288,1.2049,42105,37.68,8.1,18.200001,380.98999,67.889999,26198.259766,7281.899902,2909.01001,106.75
"2019-09-04",74.830002,31.969999,1.100766,1.217278,42105,38.400002,8.41,19.030001,387.309998,69.5,26301.990234,7268.200195,2924.669922,107.440002
"2019-09-05",75,32.009998,1.103965,1.229434,42105,38.5,8.99,18.950001,390.480011,69.839996,26603.150391,7311.299805,2960.600098,108.589996
"2019-09-06",74.410004,32.060001,1.103518,1.230805,42105,38.630001,8.82,18.91,387.279999,70.349998,26790.25,7271.200195,2980.330078,109
"2019-09-09",74.599998,31.43,1.103984,1.232352,42105,38.900002,8.75,19.280001,387.950012,71.160004,26866.230469,7282.299805,2988.429932,109.150002
"2019-09-10",72.510002,30.73,1.104314,1.234688,42105,39.689999,8.91,20.200001,377.290009,72.139999,26805.830078,7235.799805,2971.01001,107.440002
"2019-09-11",71.949997,32.91,1.10217,1.23423,42105,40.400002,9.15,20.129999,381.200012,72.779999,26928.050781,7268,2981.409912,107.639999
"2019-09-12",73.370003,32.950001,1.103146,1.233266,42105,41.060001,9.4,19.459999,384.48999,70.980003,27197.320313,7338,3009.080078,109.389999
"2019-09-13",71.599998,32,1.107842,1.242864,42105,41.470001,9.31,20.129999,387.769989,72.260002,27216.669922,7344.700195,3012.209961,110.160004
"2019-09-16",70.099998,31.870001,1.103728,1.24458,42105,41.43,9.3,21.459999,388.899994,75.040001,27146.060547,7367.5,2996.409912,110.849998
"2019-09-17",69.57,32.09,1.103544,1.244872,42105,42.939999,9.3,22.280001,392.470001,73.82,27010.119141,7321.399902,2995.669922,111.989998
"2019-09-18",70.18,32.259998,1.105247,1.247735,42105,41.599998,9.31,20.879999,394.779999,72.650002,27075.390625,7320.399902,3001.5,112.050003
"2019-09-19",70.940002,31.129999,1.104774,1.249008,42105,41.75,9.35,21.15,397.140015,72.970001,27186.050781,7314.100098,3010.360107,111.949997
"2019-09-20",71.019997,30.610001,1.103432,1.25109,42105,40.93,9.46,20.91,394.48999,72.489998,27102.179688,7356.399902,3008.419922,111.400002
"2019-09-23",70.849998,30.4,1.099845,1.2446,42105,40.73,9.22,20.32,388.070007,71.519997,26851.449219,7344.899902,2983.5,109.209999
"2019-09-24",71.959999,30.200001,1.100128,1.246169,42105,40.450001,9.31,20.4,390,71.809998,27034.070313,7326.100098,3002.429932,109.440002
"2019-09-25",72.540001,29.540001,1.097738,1.240866,42105,39.939999,8.96,19.129999,390.579987,70.980003,26866.710938,7291.399902,2968.350098,108.400002
"2019-09-26",72.300003,30.200001,1.094024,1.234564,42105,40.599998,9.18,19.25,391.25,71.220001,27004.109375,7290,2985.72998,109.089996
"2019-09-27",73.139999,29.66,1.093114,1.230764,42105,40.970001,9.04,19.040001,395.940002,70.699997,26987.259766,7351.100098,2985.469971,108.669998
"2019-09-30",73.150002,29.219999,1.091694,1.229857,42105,41.029999,9.08,18.610001,388.559998,71.239998,26852.330078,7426.200195,2967.070068,107.300003
"2019-10-01",72.779999,29.629999,1.090904,1.228068,42105,41.209999,8.96,19,391.429993,70.830002,26962.539063,7408.200195,2983.689941,107.050003
"2019-10-02",71.400002,29.139999,1.094047,1.228562,42105,40.16,8.56,18.58,382.73999,68.269997,26425.859375,7360.299805,2924.780029,103.239998
"2019-10-03",70.809998,28.549999,1.096542,1.232966,42105,39.720001,8.5,18.059999,378.869995,67,26039.019531,7122.5,2885.379883,102.529999
"2019-10-04",70.970001,29.469999,1.097752,1.233166,42105,39.57,8.61,18.67,380.209991,68.110001,26271.699219,7077.600098,2918.560059,103.519997
"2019-10-07",71.970001,29.57,1.097968,1.231256,42105,40.169998,8.55,18.629999,385.01001,68.699997,26502.330078,7155.399902,2944.22998,104.099998
"2019-10-08",71.489998,29.780001,1.096992,1.224538,42105,39.759998,8.48,18.139999,381.059998,67.540001,26276.589844,7197.899902,2920.399902,103.32
"2019-10-09",70.879997,28.969999,1.097338,1.221716,42105,38.68,8.31,18.389999,384.829987,67.300003,26308.230469,7143.200195,2911.100098,103.900002
"2019-10-10",69.959999,29.059999,1.100732,1.230284,42105,38.93,8.34,18.370001,383.98999,67.43,26317.349609,7166.5,2918.550049,103.959999
"2019-10-11",71.110001,29.120001,1.10304,1.256568,42105,40.130001,8.59,18.629999,389.790009,68.980003,26694.199219,7186.399902,2963.070068,105.709999
"2019-10-14",70.610001,29.299999,1.102764,1.25846,42105,40.259998,8.84,18.620001,382.769989,68.599998,26766.429688,7247.100098,2965.810059,105.309998
"2019-10-15",69.43,29.879999,1.102498,1.268642,42105,40.25,8.74,18.719999,383.690002,69.059998,26811.199219,7213.5,2973.610107,105.580002
"2019-10-16",68.379997,30.68,1.104932,1.27847,42105,40.279999,8.86,18.66,382.390015,69.209999,26972.310547,7211.600098,2989.679932,105.629997
"2019-10-17",68.160004,31.129999,1.11048,1.284107,42105,39.619999,8.92,18.42,383.549988,68.480003,27032.380859,7168,3000.77002,106.150002
"2019-10-18",68.010002,31.870001,1.11418,1.29006,42105,39.73,9.01,18.57,376.720001,67.870003,27004.490234,7182.299805,2996.840088,105.089996
"2019-10-21",68,31.98,1.115654,1.295654,42105,39.939999,8.99,18.15,374.01001,67.82,26852.669922,7150.600098,2996.47998,103.459999
"2019-10-22",68.550003,33.029999,1.114028,1.293802,42105,40.380001,8.77,19.809999,363,68.779999,26850.429688,7163.600098,3010.72998,103.5
"2019-10-23",66.82,32.48,1.112338,1.287926,42105,40.52,8.98,19.709999,373.779999,68.959999,26835.240234,7212.5,2994.01001,103.790001
"2019-10-24",67.75,32.900002,1.112166,1.288122,42105,40.82,9.12,20.299999,373.76001,69.959999,26893.929688,7260.700195,3014.780029,104.230003
"2019-10-25",68.400002,33.02,1.109628,1.283305,42105,40.540001,8.92,19.889999,374.380005,68.900002,26789.609375,7328.299805,3003.320068,105.309998
"2019-10-28",68.639999,34.169998,1.109178,1.284146,42105,41.32,9.02,20.6,371.390015,69.459999,27040.330078,7324.5,3032.120117,104.910004
"2019-10-29",67.169998,34.25,1.109884,1.28575,42105,41.119999,9.01,20.049999,371.649994,68.480003,27061.070313,7331.299805,3035.389893,105
"2019-10-30",67.980003,33.57,1.112086,1.287925,42105,41.310001,9.78,20.4,373.220001,68.370003,27110.710938,7306.299805,3039.73999,105.080002
"2019-10-31",68.419998,32.830002,1.115662,1.293686,42105,41.150002,10.05,19.32,377.920013,67.459999,27188.369141,7330.799805,3046.899902,105.68
"2019-11-01",67.440002,32.650002,1.116014,1.294996,42105,42.27,10.08,19.42,378.109985,68.389999,27142.949219,7248.399902,3050.719971,106.019997
"2019-11-04",66.529999,33.830002,1.11534,1.291516,42105,42.650002,10.42,20.5,379.929993,70.07,27402.060547,7302.399902,3078.959961,108.18
"2019-11-05",65.169998,33.959999,1.110306,1.288545,42105,43.450001,10.92,21.16,374.059998,72.040001,27500.230469,7369.700195,3080.800049,106.870003
"2019-11-06",66.309998,33.200001,1.10765,1.287363,42105,42.970001,10.93,20.91,374.48999,72.730003,27502.740234,7388.100098,3075.100098,107.5
"2019-11-07",66.580002,33.860001,1.106165,1.283577,42105,43.080002,11.1,20.959999,380.339996,72.029999,27590.160156,7396.700195,3087.02002,108.389999
"2019-11-08",66.760002,37.849998,1.103546,1.280111,42105,43.330002,11.23,20.700001,377.600006,71.610001,27686.199219,7406.399902,3081.25,108.959999
"2019-11-11",66.400002,37.139999,1.103014,1.283045,42105,43.27,11.4,20.969999,379.51001,70.209999,27580.660156,7359.399902,3080.330078,109.419998
"2019-11-12",66.669998,38.240002,1.102126,1.284916,42105,43.599998,11.32,21.280001,381.559998,70.269997,27701.589844,7328.5,3089.280029,110.150002
"2019-11-13",67,37.509998,1.100879,1.28451,42105,43.049999,11.29,20.91,385.940002,69.019997,27622.039063,7365.399902,3084.179932,110.269997
"2019-11-14",66.629997,37.900002,1.10073,1.285554,42105,42.900002,11.18,20.620001,387.279999,68.860001,27757.199219,7351.200195,3090.75,110.800003
"2019-11-15",66.660004,38.919998,1.103585,1.288926,42105,42.93,11.34,20.440001,392.269989,68.709999,27843.539063,7292.799805,3107.919922,112
"2019-11-18",66.809998,39.450001,1.106652,1.294809,42105,42.799999,11.41,20.290001,393,68.699997,27993.220703,7302.899902,3117.909912,112.540001
"2019-11-19",67.129997,39.52,1.10754,1.294111,42105,42.740002,11.43,20.02,394,68.400002,28079.759766,7307.700195,3127.449951,112.599998
"2019-11-20",67.230003,37.490002,1.106919,1.291318,42105,42.799999,11.44,20.01,391.059998,67.669998,27879.550781,7323.799805,3114.659912,111.980003
"2019-11-21",67.519997,38.43,1.10731,1.29266,42105,42.59,11.33,20.73,390.859985,68.019997,27820.279297,7262.5,3108.48999,111.839996
"2019-11-22",66.610001,39.540001,1.104846,1.28747,42105,42.790001,11.49,20.98,390.190002,69.709999,27831.230469,7238.600098,3111.409912,110.779999
"2019-11-25",66.830002,40.41,1.101638,1.287619,42105,42.889999,11.66,20.93,391.600006,69.370003,27917.769531,7326.799805,3117.439941,110.620003
"2019-11-26",67.199997,40.560001,1.101647,1.287256,42105,43.02,11.62,21.18,390.600006,68.919998,28080.75,7396.299805,3134.850098,110.949997
"2019-11-27",67.790001,40.049999,1.100712,1.287642,42105,42.880001,11.39,20.84,393.630005,68.760002,28156.470703,7403.100098,3145.48999,111.699997
"2019-11-29",67.809998,38.669998,1.101034,1.291538,42105,42.779999,11.28,21.049999,392,68.330002,28103.160156,7416.399902,3147.179932,111.389999
"2019-12-02",68,39.09,1.10408,1.292462,42105,42.950001,11.31,21.1,390.709991,68.5,28109.740234,7346.5,3143.850098,111.120003
"2019-12-03",67.629997,39.060001,1.107869,1.297554,42105,42.889999,11,20.84,381.429993,68,27501.980469,7285.899902,3087.409912,108.129997
"2019-12-04",67.120003,39.939999,1.107958,1.305443,42105,42.869999,11.17,20.85,383.529999,68.25,27634.630859,7158.799805,3103.5,109.620003
"2019-12-05",67.860001,40.130001,1.10927,1.313684,42105,43,10.89,21.6,386.059998,68.889999,27736.050781,7188.5,3119.209961,109.510002
"2019-12-06",67.879997,40.959999,1.108348,1.314066,42105,43.450001,10.9,21.4,387.170013,68.760002,27839.679688,7137.899902,3134.620117,110.139999
"2019-12-09",68.25,40.470001,1.106406,1.315272,42105,43.880001,10.98,22.049999,386.220001,69.080002,27987.050781,7239.700195,3141.860107,110.459999
"2019-12-10",68.309998,40.080002,1.107923,1.316365,42105,44.080002,10.99,22.690001,383.5,69.660004,27900.650391,7233.899902,3135.360107,109.75
"2019-12-11",67.919998,40.93,1.109702,1.315929,42105,44.049999,10.97,22.809999,385.51001,68.739998,27867.310547,7213.799805,3135.75,109.82
"2019-12-12",67.550003,42.299999,1.113524,1.320164,42105,44.119999,11.35,23.51,386,68.959999,27898.339844,7216.299805,3141.22998,110.279999
"2019-12-13",67.230003,41.889999,1.11545,1.339248,42105,45.110001,11.5,24.379999,384,70.480003,28123.640625,7273.5,3166.649902,110.489998
"2019-12-16",68.839996,42.02,1.113923,1.3355,42105,45.389999,11.28,24.25,387.899994,69.699997,28191.669922,7353.399902,3183.629883,110.769997
"2019-12-17",68.650002,42.369999,1.114908,1.319711,42105,46.450001,11.15,24.35,385,69.980003,28221.75,7519.100098,3195.399902,110.360001
"2019-12-18",68.129997,42.720001,1.112714,1.309209,42105,46.139999,11.02,24.540001,387.399994,69.629997,28291.439453,7525.299805,3195.209961,109.669998
"2019-12-19",67.269997,43.93,1.1125,1.306158,42105,45.380001,10.98,24.459999,380.98999,69.989998,28278.310547,7540.799805,3192.320068,108.629997
"2019-12-20",69.099998,44.75,1.109812,1.302382,42105,45.959999,11.08,24.6,385.029999,69.860001,28608.640625,7573.799805,3223.330078,109.330002
"2019-12-23",69.010002,43.900002,1.10844,1.297184,42105,45.860001,11,24.48,387.660004,69.860001,28491.779297,7582.5,3226.050049,110.5
"2019-12-24",68.650002,44.259998,1.108498,1.294601,42105,46.25,11.1,24.91,392.350006,70.349998,28572.570313,7623.600098,3225.449951,110.690002
"2019-12-27",68.839996,45.540001,1.114722,1.305475,42105,46.380001,11.17,24.549999,393.98999,70.199997,28675.339844,7632.200195,3247.22998,109.919998
"2019-12-30",68.870003,45.900002,1.11993,1.311707,42105,46.439999,11.07,24.57,393.649994,70.089996,28654.759766,7644.899902,3240.090088,109.660004
"2019-12-31",68.769997,45.279999,1.121562,1.31858,42105,45.98,11,24.35,391.75,69.019997,28414.640625,7587.100098,3215.179932,109.620003
"2020-01-02",68.839996,46.029999,1.119305,1.318874,42105,46.57,11.23,24.690001,392.859985,70.239998,28638.970703,7542.399902,3244.669922,109.75
"2020-01-03",67.839996,44.75,1.115983,1.309772,42105,45.889999,11.57,25.290001,404.019989,71.339996,28553.330078,7604.299805,3226.360107,112.150002
"2020-01-06",68.080002,44.009998,1.118231,1.31289,42104.771123,45.790001,11.84,25,417.98999,70.32,28465.5,7622.399902,3217.550049,114.660004
"2020-01-07",68.459999,44.439999,1.116876,1.314449,42104.906539,45.57,12.15,25.35,411.25,70.5,28639.179688,7575.299805,3241.860107,113.82
"2020-01-08",67.800003,45.299999,1.113131,1.311718,42105,45.110001,11.99,24.469999,417.059998,70.110001,28556.140625,7573.899902,3238.590088,115.07
"2020-01-09",69.379997,45.73,1.110996,1.307442,42105,44.330002,12.07,24.09,410.48999,69.139999,28851.970703,7574.899902,3266.030029,114.889999
"2020-01-10",69.730003,45.650002,1.110862,1.306684,42105,44.369999,11.84,24.139999,415,69.93,28977.5,7598.120117,3281.810059,115.230003
